frame_zero_based,presentation_seconds,interval_from_previous_seconds,picture_type,key_frame
662,11.044378,0.016684000,B,0
663,11.061061,0.016683000,B,0
664,11.077744,0.016683000,B,0
665,11.094428,0.016684000,P,0
666,11.111111,0.016683000,B,0
667,11.127794,0.016683000,B,0
668,11.144478,0.016684000,B,0
669,11.161161,0.016683000,P,0
670,11.177845,0.016684000,B,0
671,11.194528,0.016683000,B,0
672,11.211211,0.016683000,P,0
673,11.227895,0.016684000,B,0
674,11.244578,0.016683000,B,0
675,11.261261,0.016683000,B,0
676,11.277945,0.016684000,P,0
677,11.294628,0.016683000,B,0
678,11.311311,0.016683000,B,0
679,11.327995,0.016684000,B,0
680,11.344678,0.016683000,P,0
681,11.361361,0.016683000,P,0
682,11.378045,0.016684000,B,0
683,11.394728,0.016683000,B,0
684,11.411411,0.016683000,B,0
685,11.428095,0.016684000,P,0
686,11.444778,0.016683000,B,0
687,11.461461,0.016683000,B,0
688,11.478145,0.016684000,B,0
689,11.494828,0.016683000,P,0
690,11.511512,0.016684000,B,0
691,11.528195,0.016683000,B,0
692,11.544878,0.016683000,B,0
693,11.561562,0.016684000,P,0
694,11.578245,0.016683000,B,0
695,11.594928,0.016683000,B,0
696,11.611612,0.016684000,B,0
697,11.628295,0.016683000,P,0
698,11.644978,0.016683000,B,0
699,11.661662,0.016684000,B,0
700,11.678345,0.016683000,B,0
701,11.695028,0.016683000,P,0
702,11.711712,0.016684000,B,0
703,11.728395,0.016683000,B,0
704,11.745078,0.016683000,B,0
705,11.761762,0.016684000,P,0
706,11.778445,0.016683000,P,0
707,11.795128,0.016683000,B,0
708,11.811812,0.016684000,B,0
709,11.828495,0.016683000,B,0
710,11.845179,0.016684000,P,0
711,11.861862,0.016683000,P,0
712,11.878545,0.016683000,P,0
713,11.895229,0.016684000,B,0
714,11.911912,0.016683000,B,0
715,11.928595,0.016683000,B,0
716,11.945279,0.016684000,P,0
717,11.961962,0.016683000,B,0
718,11.978645,0.016683000,B,0
719,11.995329,0.016684000,B,0
720,12.012012,0.016683000,P,0
721,12.028695,0.016683000,B,0
722,12.045379,0.016684000,B,0
723,12.062062,0.016683000,B,0
724,12.078745,0.016683000,P,0
725,12.095429,0.016684000,B,0
726,12.112112,0.016683000,B,0
727,12.128795,0.016683000,B,0
728,12.145479,0.016684000,P,0
729,12.162162,0.016683000,B,0
730,12.178846,0.016684000,B,0
731,12.195529,0.016683000,B,0
732,12.212212,0.016683000,P,0
733,12.228896,0.016684000,B,0
734,12.245579,0.016683000,B,0
735,12.262262,0.016683000,B,0
736,12.278946,0.016684000,P,0
737,12.295629,0.016683000,B,0
738,12.312312,0.016683000,B,0
739,12.328996,0.016684000,B,0
740,12.345679,0.016683000,P,0
741,12.362362,0.016683000,B,0
742,12.379046,0.016684000,B,0
743,12.395729,0.016683000,B,0
744,12.412412,0.016683000,P,0
745,12.429096,0.016684000,B,0
746,12.445779,0.016683000,B,0
747,12.462462,0.016683000,B,0
748,12.479146,0.016684000,P,0
749,12.495829,0.016683000,P,0
750,12.512513,0.016684000,I,1
751,12.529196,0.016683000,B,0
752,12.545879,0.016683000,B,0
753,12.562563,0.016684000,B,0
754,12.579246,0.016683000,P,0
755,12.595929,0.016683000,B,0
756,12.612613,0.016684000,B,0
757,12.629296,0.016683000,B,0
758,12.645979,0.016683000,P,0
759,12.662663,0.016684000,B,0
760,12.679346,0.016683000,B,0
761,12.696029,0.016683000,B,0
762,12.712713,0.016684000,P,0
763,12.729396,0.016683000,B,0
764,12.746079,0.016683000,B,0
765,12.762763,0.016684000,B,0
766,12.779446,0.016683000,P,0
767,12.796129,0.016683000,B,0
768,12.812813,0.016684000,B,0
769,12.829496,0.016683000,B,0
770,12.846180,0.016684000,P,0
771,12.862863,0.016683000,B,0
772,12.879546,0.016683000,B,0
773,12.896230,0.016684000,B,0
774,12.912913,0.016683000,P,0
775,12.929596,0.016683000,P,0
776,12.946280,0.016684000,B,0
777,12.962963,0.016683000,P,0
778,12.979646,0.016683000,P,0
779,12.996330,0.016684000,P,0
780,13.013013,0.016683000,B,0
781,13.029696,0.016683000,B,0
782,13.046380,0.016684000,B,0
783,13.063063,0.016683000,P,0
784,13.079746,0.016683000,B,0
785,13.096430,0.016684000,B,0
786,13.113113,0.016683000,B,0
787,13.129796,0.016683000,P,0
788,13.146480,0.016684000,B,0
789,13.163163,0.016683000,B,0
790,13.179847,0.016684000,B,0
791,13.196530,0.016683000,P,0
792,13.213213,0.016683000,B,0
793,13.229897,0.016684000,B,0
794,13.246580,0.016683000,B,0
795,13.263263,0.016683000,P,0
796,13.279947,0.016684000,B,0
797,13.296630,0.016683000,B,0
798,13.313313,0.016683000,B,0
799,13.329997,0.016684000,P,0
800,13.346680,0.016683000,B,0
801,13.363363,0.016683000,B,0
802,13.380047,0.016684000,B,0
803,13.396730,0.016683000,P,0
804,13.413413,0.016683000,B,0
805,13.430097,0.016684000,B,0
806,13.446780,0.016683000,B,0
807,13.463463,0.016683000,P,0
808,13.480147,0.016684000,B,0
809,13.496830,0.016683000,B,0
810,13.513514,0.016684000,B,0
811,13.530197,0.016683000,P,0
